marca,modelo,cod_fipe,Combus,novo_g,med16g,med15g,med14g,med13g,med12g,med11g,med10g,med09g,med08g,med07g,med06g,med05g,med04g,med03g,med02g,med01g,med00g,med99g,med98g,med97g,med96g,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Ford,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Aut.,003320-0,GGG,,,,,,38946,35227,33815,30686,29426,26009,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Mec.,003271-9,GGG,,,,,,39356,34713,33180,30506,29401,25468,23895,23070,22207,21488,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XLT FREESTYLE 1.6 Flex 8V 5p,003318-9,GGG,,,,,,37534,34998,32525,30837,29620,25743,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XLT FREESTYLE 2.0 Flex 16V 5p,003330-8,GGG,,,,,,38971,34735,32941,30496,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EDGE LIMITED 3.5 V6 24V AWD Aut.,003344-8,GGG,150600,,,129771,110582,107126,85643,81056,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EDGE LIMITED 3.5 V6 24V FWD Aut.,003352-9,GGG,136735,,,,108292,101970,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EDGE SEL 3.5 V6  24V FWD Aut.,003353-7,GGG,133867,,,116166,103876,94127,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EDGE SEL 3.5 V6 24V AWD Aut.,003329-4,GGG,,,,,,94224,78621,72113,56090,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Escort  Racer 2.0i,003123-2,GGG,,,,,,,,,,,,,,,,,,,,,,8741,,,,,,,,,,,,00005
Ford,Escort Ghia 1.8i / 1.8 / 1.6,003035-0,GGG,,,,,,,,,,,,,,,,,,,,,,,7191,6393,6206,5734,5436,4989,4552,4039,3917,3692,3344,00005
Ford,Escort Ghia 1.8i / 1.8 / 1.6,003035-0,AAA,,,,,,,,,,,,,,,,,,,,,,,6517,,,,,,,,,,,00005
Ford,Escort Ghia 2.0i / 2.0,003036-8,GGG,,,,,,,,,,,,,,,,,,,,,,,8706,7830,6659,,,,,,,,,00005
Ford,Escort Ghia 2.0i / 2.0,003036-8,AAA,,,,,,,,,,,,,,,,,,,,,,,7337,,,,,,,,,,,00005
Ford,Escort GL 1.6 MPI,003207-7,GGG,,,,,,,,,,,,,,,,10404,10030,9201,,,,,,,,,,,,,,,,00005
Ford,Escort GL 1.6i / 1.6,003030-9,GGG,,,,,,,,,,,,,,,,,,,,,,6951,6327,6110,5755,5574,5278,5120,4224,4073,3619,3509,3205,00005
Ford,Escort GL 1.6i / 1.6,003030-9,AAA,,,,,,,,,,,,,,,,,,,,,,6118,5889,,,,,,,,,,,00005
Ford,Escort GL 1.8i / 1.8,003031-7,GGG,,,,,,,,,,,,,,,,,,,,,,7110,6542,6266,6028,5814,5643,5186,4471,,,,,00005
Ford,Escort GL 1.8i / 1.8,003031-7,AAA,,,,,,,,,,,,,,,,,,,,,,6737,6521,,,,,,,,,,,00005
Ford,Escort GL 1.8i 16V 3p,003004-0,GGG,,,,,,,,,,,,,,,,,,,7769,7522,7222,,,,,,,,,,,,,00005
Ford,Escort GL 1.8i 16V 4p,003005-8,GGG,,,,,,,,,,,,,,,11533,11037,10041,9588,9255,8666,7701,,,,,,,,,,,,,00005
Ford,Escort GLX 1.6i,003032-5,GGG,,,,,,,,,,,,,,,,,,,,,,6952,6744,6381,,,,,,,,,,00005
Ford,Escort GLX 1.6i,003032-5,AAA,,,,,,,,,,,,,,,,,,,,,,6983,6450,,,,,,,,,,,00005
Ford,Escort GLX 1.8i 16V 4p,003007-4,GGG,,,,,,,,,,,,,,,,,10937,9726,9308,8032,7416,,,,,,,,,,,,,00005
Ford,Escort GLX 1.8i 8v,003033-3,GGG,,,,,,,,,,,,,,,,,,,,,,7698,7320,7030,,,,,,,,,,00005
Ford,Escort GLX 1.8i 8v,003033-3,AAA,,,,,,,,,,,,,,,,,,,,,,7435,7047,,,,,,,,,,,00005
Ford,Escort Guarujá 1.8 4p,003034-1,GGG,,,,,,,,,,,,,,,,,,,,,,,,,6013,5510,4851,,,,,,,00005
Ford,Escort Hobby 1.0,003026-0,GGG,,,,,,,,,,,,,,,,,,,,,,6724,6192,5814,4738,,,,,,,,,00005
Ford,Escort Hobby 1.6,003027-9,GGG,,,,,,,,,,,,,,,,,,,,,,,6201,5952,5357,,,,,,,,,00005
Ford,Escort L 1.8i / 1.8,003029-5,GGG,,,,,,,,,,,,,,,,,,,,,,,,6991,6577,6167,5164,,,,,,,00005
Ford,Escort L/LX 1.6,003028-7,GGG,,,,,,,,,,,,,,,,,,,,,,,,5959,5781,5610,4974,4812,4404,3981,3435,3320,2665,00005
Ford,Escort RS 1.8i 16V,003095-3,GGG,,,,,,,,,,,,,,,,,,11709,10528,9056,,,,,,,,,,,,,,00005
Ford,Escort S.W GL 1.8i 16V,003006-6,GGG,,,,,,,,,,,,,,,12850,10982,10375,10058,8960,8209,7042,,,,,,,,,,,,,00005
Ford,Escort S.W. GLX 1.8i 16V,003008-2,GGG,,,,,,,,,,,,,,,,12588,11322,10255,9153,8410,7606,,,,,,,,,,,,,00005
Ford,Escort SW 1.9 16v,003230-1,GGG,,,,,,,,,,,,,,,,,,,,,,,8474,,,,,,,,,,,00005
Ford,Escort SW GL 1.6 MPI,003208-5,GGG,,,,,,,,,,,,,,,12696,11190,10819,9198,,,,,,,,,,,,,,,,00005
Ford,Escort SW GL 1.6 MPI,003208-5,AAA,,,,,,,,,,,,,,,12823,10437,9812,,,,,,,,,,,,,,,,,00005
Ford,Escort XR3 1.8 / 1.6 Beneton/Form./Laser,003038-4,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,7765,7113,6798,6422,5692,4543,4127,3389,00005
Ford,Escort XR3 1.8 / 1.6 Conversível,003039-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,13083,11921,10378,7650,6652,5921,5596,4024,00004
Ford,Escort XR3 2.0i,003040-6,GGG,,,,,,,,,,,,,,,,,,,,,,8229,7918,7631,7368,,,,,,,,,00005
Ford,Escort XR3 2.0i,003040-6,AAA,,,,,,,,,,,,,,,,,,,,,,,10293,,,,,,,,,,,00005
Ford,Escort XR3 2.0i Conversível,003041-4,GGG,,,,,,,,,,,,,,,,,,,,,,,17924,16306,15435,,,,,,,,,00004
Ford,Escort XR3 2.0i Conversível,003041-4,AAA,,,,,,,,,,,,,,,,,,,,,,,14689,,,,,,,,,,,00004
Ford,Expedition 5.4 V8,003154-2,GGG,,,,,,,,,,,,,,,,,,,40359,35424,27992,,,,,,,,,,,,,00005
Ford,Explorer Limited 4.0 4x4 V6 213cv,003290-5,GGG,,,,,,,,,,,,,44646,,,,,,,,,,,,,,,,,,,,,00007
Ford,Explorer Limited 5.0 4x4 V8,003138-0,GGG,,,,,,,,,,,,,,,,,27241,24379,23559,21300,,,,,,,,,,,,,,00005
Ford,Explorer Sport 4.0 V6,003157-7,GGG,,,,,,,,,,,,,,,,,,,,,,18416,16858,16211,,,,,,,,,,00005
Ford,Explorer XL 4x2 4.0 V6,003155-0,GGG,,,,,,,,,,,,,,,,,,,,,,13074,12676,11836,11299,10927,8809,,,,,,,00005
Ford,Explorer XL 4x4 4.0 V6,003156-9,GGG,,,,,,,,,,,,,,,,,,,,,,14079,13307,12739,11559,11120,10482,,,,,,,00005
Ford,Explorer XLT 4x2 4.0 V6,003073-2,GGG,,,,,,,,,,,,,,,,,,,,,18745,15895,15108,14595,13240,12332,11609,,,,,,,00005
Ford,Explorer XLT 4x4 4.0 V6,003074-0,GGG,,,,,,,,,,,,,,,,,,,20171,19501,18855,17028,16408,15910,13864,,,,,,,,,00005
Ford,F-100 2.3,003185-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7077,6036,00003
Ford,F-100 Blazer 2.3,003186-0,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8803,7967,00005
Ford,F-100 CD 2.3,003187-9,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8877,7911,00005
Ford,F-100 Super 2.3,003188-7,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8518,7389,00003
Ford,F-100 Super Série 2.3,003189-5,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9118,8177,00003
Ford,F-1000 CD/Blazer 3.6,003162-3,GGG,,,,,,,,,,,,,,,,,,,,,,,17099,15376,14149,12816,12290,11519,10605,10288,9950,9501,8787,00005
Ford,F-1000 CD/Blazer 3.6,003162-3,AAA,,,,,,,,,,,,,,,,,,,,,,,18441,,,,,,,,,,,00005
Ford,F-1000 CD/Blazer 3.9 Dies.,003163-1,DDD,,,,,,,,,,,,,,,,,,,,,,,35698,33656,31892,29909,27051,26212,23916,23016,22141,21485,18168,00005
Ford,F-1000 Lightning/ Super 4.9i,003164-0,GGG,,,,,,,,,,,,,,,,,,,,14865,,,14069,,,,,,,,,,,00003
Ford,F-1000 Regular Cab. 4.9i,003009-0,GGG,,,,,,,,,,,,,,,,,,,,26672,24486,,,,,,,,,,,,,00003
Ford,F-1000 S. S. Diesel / S.S. Diesel Turbo,003048-1,DDD,,,,,,,,,,,,,,,,,,,,,33470,28807,27901,26814,25653,23714,22772,21888,20750,20085,19386,18739,17372,00003
Ford,F-1000 SR XK  Deserter Diesel,003124-0,DDD,,,,,,,,,,,,,,,,,,,,,,,34131,33020,29989,28994,27594,26710,25903,23877,22423,,,00005
Ford,F-1000 SR XK Deserter,003222-0,GGG,,,,,,,,,,,,,,,,,,,,,,,23351,22620,19639,16246,15354,,,,,,,00005
Ford,F-1000 Super 3.6 / Super Série 3.6,003042-2,GGG,,,,,,,,,,,,,,,,,,,,,,16188,15662,15176,13507,11409,11000,10324,9995,9526,8500,8015,6733,00003
Ford,F-1000 Super 3.6 / Super Série 3.6,003042-2,AAA,,,,,,,,,,,,,,,,,,,,,,15345,13840,,,,,,,,,,,00003
Ford,F-1000 Super CE 4.9i / 3.6,003043-0,GGG,,,,,,,,,,,,,,,,,,,,,,19395,18764,17959,14298,,,,,,,,,00004
Ford,F-1000 Super CE 4.9i / 3.6,003043-0,AAA,,,,,,,,,,,,,,,,,,,,,,18764,17081,,,,,,,,,,,00004
Ford,F-1000 Super Diesel / Super Diesel Turbo,003046-5,DDD,,,,,,,,,,,,,,,,,,,,,32277,31175,30020,29088,28065,26573,25662,24628,23855,22938,22065,21399,19753,00003
Ford,F-1000 Super Diesel CE 3.9,003045-7,DDD,,,,,,,,,,,,,,,,,,,,,,32310,31217,30189,28248,,,,,,,,,00004
Ford,F-1000 Super Série CE 4.9i / 3.6,003044-9,GGG,,,,,,,,,,,,,,,,,,,,,,18838,18079,15495,13009,,,,,,,,,00004
Ford,F-1000 Super Série CE 4.9i / 3.6,003044-9,AAA,,,,,,,,,,,,,,,,,,,,,,17721,16685,,,,,,,,,,,00004
Ford,F-1000 Super Série CE Diesel 3.9,003047-3,DDD,,,,,,,,,,,,,,,,,,,,,,37043,34954,32934,28473,,,,,,,,,00004
Ford,F-1000 Super/ S.Série 4x4 3.9 Diesel,003049-0,DDD,,,,,,,,,,,,,,,,,,,,,,,34754,32801,,,,,,,,,,00003
Ford,F-1000 Tropical CD 2.5 HSD/4.3 Diesel TB,003165-8,DDD,,,,,,,,,,,,,,,,,,,,41205,39855,34418,31885,30289,,,,,,,,,,00005
Ford,F-1000 Tropical CD 4.9i,003166-6,GGG,,,,,,,,,,,,,,,,,,,,23045,20330,18748,,,,,,,,,,,,00005
Ford,F-1000 Tropical SL/ Van 4.9i,003243-3,GGG,,,,,,,,,,,,,,,,,,,,30831,27795,21113,,,,,,,,,,,,00005
Ford,F-1000 Tropical SL/ Van T.Diesel (todas),003241-7,DDD,,,,,,,,,,,,,,,,,,,,34855,32882,30373,24548,,,,,,,,,,,00005
Ford,F-1000 XL 2.5 HSD Diesel TB,003167-4,DDD,,,,,,,,,,,,,,,,,,,,30114,26947,20901,,,,,,,,,,,,00003
Ford,F-1000 XL 4.9i,003199-2,GGG,,,,,,,,,,,,,,,,,,,,23937,20962,14123,,,,,,,,,,,,00003
Ford,F-1000 XL 4.9i CE,003010-4,GGG,,,,,,,,,,,,,,,,,,,,20179,18491,14471,,,,,,,,,,,,00004
Ford,F-1000 XL 4x4 Diesel Turbo,003014-7,DDD,,,,,,,,,,,,,,,,,,,,43911,34686,28953,,,,,,,,,,,,00003
Ford,F-1000 XL Diesel Turbo,003012-0,DDD,,,,,,,,,,,,,,,,,,,,35527,30390,,,,,,,,,,,,,00003
Ford,F-1000 XLT 2.5 HSD Diesel TB,003168-2,DDD,,,,,,,,,,,,,,,,,,,,35246,33374,24023,,,,,,,,,,,,00003
Ford,F-1000 XLT 4x4 Diesel Turbo,003015-5,DDD,,,,,,,,,,,,,,,,,,,,46484,39179,29833,,,,,,,,,,,,00003
Ford,F-1000 XLT CE 4.9i,003197-6,GGG,,,,,,,,,,,,,,,,,,,,28595,26129,17029,,,,,,,,,,,,00004
Ford,F-1000 XLT Diesel Turbo,003013-9,DDD,,,,,,,,,,,,,,,,,,,,38283,30421,,,,,,,,,,,,,00003
Ford,F-1000 XLT/XL Lighting 4.9i,003011-2,GGG,,,,,,,,,,,,,,,,,,,,22945,21479,,,,,,,,,,,,,00003
Ford,F-150 XL Triton 4.3 V6,003126-7,GGG,,,,,,,,,,,,,,,,39636,,,,24352,21842,20269,,,,,,,,,,,,00003
Ford,F-150 XLT Triton 4.3,003159-3,GGG,,,,,,,,,,,,,,,,48045,,,33320,32311,29660,24052,,,,,,,,,,,,00003
Ford,F-150 XLT Triton 4.6 V8,003217-4,GGG,,,,,,,,,,,,,,,,,,,40199,38465,34560,,,,,,,,,,,,,00003
Ford,F-150 XLT Triton 5.8,003160-7,GGG,,,,,,,,,,,,,,,,,,,43864,40273,38079,,30628,23465,,,,,,,,,,00003
Ford,F-250 F-MILHA CD 3.9 TB Diesel,003338-3,DDD,,,,,,,134347,129891,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 TropiCab CE 3.9 TB Diesel,003313-8,DDD,,,,,,104470,98757,91406,77685,72419,58379,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 Tropical 3.9 Diesel,003170-4,DDD,,,,,,,,,,,,,,,,,,,49630,43990,,,,,,,,,,,,,,00005
Ford,F-250 Tropical 4.2 CE / CD Diesel TB,003172-0,DDD,,,,,,,,,,,,77563,75217,71444,66428,62788,60923,56983,54012,46143,,,,,,,,,,,,,,00005
Ford,F-250 Tropical 4.2 V6,003171-2,GGG,,,,,,,,,,,,,,,,,,,35274,30736,,,,,,,,,,,,,,00005
Ford,F-250 Tropical SL/ Van T.Diesel (todas),003242-5,DDD,,,,,,,,,,,,78103,75509,71532,67006,64636,61728,59162,54581,48039,,,,,,,,,,,,,,05-08
Ford,F-250 Tropicampo CD 3.9 TB Diesel,003314-6,DDD,,,,,,,106349,92751,83962,74484,69152,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 Tropicampo Executive 3.9 TB Diesel,003355-3,DDD,,,,,,133699,116026,,,,,,,,,,,,,,,,,,,,,,,,,,,00009
Ford,F-250 Tropiclassic 3.9 TB Diesel,003315-4,DDD,,,,,,,109844,101044,84944,82008,74202,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 Tropivan Executive 3.9 TB Diesel,003316-2,DDD,,,,,,,132274,115872,106889,91790,85887,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 Tropivan/Tropi. Plus 3.9 TB Diesel,003317-0,DDD,,,,,,,118893,105034,96672,88210,80777,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 XL 3.9 4x2 Diesel,003115-1,DDD,,,,,,,67314,65310,63031,58865,56695,,,,,,,46151,40676,25363,,,,,,,,,,,,,,00003
Ford,F-250 XL 3.9 4x4 TB Diesel,003305-7,DDD,,,,,,,68289,65833,63040,60990,59121,,,,,,,,,,,,,,,,,,,,,,,00003
Ford,F-250 XL 3.9 CD TB Diesel,003306-5,DDD,,,,,,,75612,69088,67030,61922,60020,,,,,,,,,,,,,,,,,,,,,,,00006
Ford,F-250 XL 4.2 180cv CD TB Diesel,003279-4,DDD,,,,,,,,,,,,62810,60932,58478,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 XL 4.2 Turbo Diesel,003198-4,DDD,,,,,,,,,,,,62065,57898,56120,54450,51030,49365,46563,44168,,,,,,,,,,,,,,,00003
Ford,F-250 XL 4.2 V6,003114-3,GGG,,,,,,,,,,,,,,,32467,30212,29312,28289,27442,22436,,,,,,,,,,,,,,00003
Ford,F-250 XL Super Duty 3.9 Diesel,003142-9,DDD,,,,,,,,,,,,,,,,,,41007,37043,25141,,,,,,,,,,,,,,00003
Ford,F-250 XL Super Duty 4.2 TB Diesel,003272-7,DDD,,,,,,,,,,,,,,,,38315,36192,,,,,,,,,,,,,,,,,00003
Ford,F-250 XL Super Duty 4.2 V6,003141-0,GGG,,,,,,,,,,,,,,,,,,28021,27158,22275,,,,,,,,,,,,,,00003
Ford,F-250 XLT 3.9 4x2 CD TB Diesel,003308-1,DDD,,,,,,,,80215,74569,71692,68920,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 XLT 3.9 4x2 Diesel TB,003117-8,DDD,,,,,,,83723,80999,71829,68991,64457,,,,,,48040,46317,43384,28626,,,,,,,,,,,,,,00003
Ford,F-250 XLT 3.9 4x4 CD TB Diesel,003309-0,DDD,,,,,,,104801,96052,90728,81666,77810,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 XLT 3.9 4x4 TB Diesel,003307-3,DDD,,,,,,,100420,85135,79440,76062,72523,,,,,,,,,,,,,,,,,,,,,,,00003
Ford,F-250 XLT 4.2 180cv CD TB Diesel,003280-8,DDD,,,,,,,,,,,,84837,75773,69707,,,,,,,,,,,,,,,,,,,,00005
Ford,F-250 XLT 4.2 TB Diesel,003206-9,DDD,,,,,,,,,,,,71884,67500,65493,57781,56065,53588,51434,49118,,,,,,,,,,,,,,,00003
Ford,F-250 XLT 4.2 V6,003116-0,GGG,,,,,,,,,,,,,,,47578,38951,37420,36201,34755,25406,,,,,,,,,,,,,,00003
Ford,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p,003310-3,GGG,,,,,24314,22831,21524,19835,18632,17616,15810,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta 1.0i 3p e 5p,003016-3,GGG,,,,,,,,,,,,,,,,,,9301,7932,7358,7015,6003,,,,,,,,,,,,00005
Ford,Fiesta 1.3  3p e 5p,003075-9,GGG,,,,,,,,,,,,,,,,,,,,,,6488,5847,,,,,,,,,,,00005
Ford,Fiesta 1.5 16V Flex Mec. 5p,003386-3,GGG,46492,41550,40069,37279,33181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta 1.6 16V Flex Aut. 5p,003388-0,GGG,56323,50003,46550,42245,39936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta 1.6 16V Flex Mec. 5p,003387-1,GGG,52545,47064,43894,37910,36725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p,003286-7,GGG,,,,,26570,25710,24373,23180,21397,20234,18274,17510,16895,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Class 1.0 2p,003200-0,GGG,,,,,,,,,,,,,,,,,,9244,8495,7755,,,,,,,,,,,,,,00005
Ford,Fiesta Class 1.0 4p,003201-8,GGG,,,,,,,,,,,,,,,,,,9941,9004,8186,,,,,,,,,,,,,,00005
Ford,Fiesta Class 1.6 8V 98cv 5p,003261-1,GGG,,,,,,,,,,,,,,15790,14826,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta CLX 1.3i 3p,003052-0,GGG,,,,,,,,,,,,,,,,,,,8278,7496,7235,6933,,,,,,,,,,,,00005
Ford,Fiesta CLX 1.3i 5p,003053-8,GGG,,,,,,,,,,,,,,,,,,,9253,8400,7998,7053,,,,,,,,,,,,00005
Ford,Fiesta CLX 1.4i 16V 3p e 5p,003017-1,GGG,,,,,,,,,,,,,,,,,,11941,9607,8710,8420,8082,,,,,,,,,,,,00005
Ford,Fiesta GL 1.0 3p,003143-7,GGG,,,,,,,,,,,,,,,,9591,9023,8219,,,,,,,,,,,,,,,,00005
Ford,Fiesta GL 1.0 5p,003192-5,GGG,,,,,,,,,,,,,,,,10188,9790,9120,,,,,,,,,,,,,,,,00005
Ford,Fiesta GL Class 1.0i 5p,003096-1,GGG,,,,,,,,,,,,,,,,11377,10225,9474,,,,,,,,,,,,,,,,00005
Ford,Fiesta GLX 1.6 8V 3p,003144-5,GGG,,,,,,,,,,,,,,,,12933,12228,10792,,,,,,,,,,,,,,,,00005
Ford,Fiesta GLX 1.6 8V 5p,003193-3,GGG,,,,,,,,,,,,,,,,13036,12302,11076,,,,,,,,,,,,,,,,00005
Ford,Fiesta Personnalité 1.0 8V 66cv 5p,003259-0,GGG,,,,,,,,,,,16203,15559,14715,14202,13730,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta S 1.0 8V Flex 5p,003380-4,GGG,,,,24797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta SE 1.0 8V Flex 5p,003381-2,GGG,,,,27341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta SE 1.6 16V Flex 5p   ,003351-0,GGG,,,,,34799,33317,29774,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta SE 1.6 8V Flex 5p,003382-0,GGG,,,,29861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sed. 1.6 8V Flex 4p,003289-1,GGG,,,,,28001,26442,25314,23449,21682,20549,18827,17784,17067,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sed. Personnalité 1.0 8V 4p,003287-5,GGG,,,,,,,,,,,16741,16228,15740,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sed. Supercharger 1.0 8V 4p,003288-3,GGG,,,,,,,,,,,,17681,16078,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan 1.0 8V Flex 4p,003311-1,GGG,,,,,25721,23902,22915,21051,20134,18591,17260,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan 1.6 16V Flex Aut.,003398-7,GGG,61542,54010,52351,45511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan 1.6 16V Flex Mec.,003397-9,GGG,56491,48882,45533,38477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan S 1.0 8V Flex 4p,003383-9,GGG,,,,25678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan SE 1.0 8V Flex 4p,003384-7,GGG,,,,27514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan SE 1.6 16V Flex 4p,003340-5,GGG,,,,39780,35908,34105,32895,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan SE 1.6 8V Flex 4p,003385-5,GGG,,,,31086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Ford,Fiesta Sedan Street 1.0 8v 4p,003245-0,GGG,,,,,,,,,,,,,,13100,12695,11178,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan Street 1.6 8v 4p,003246-8,GGG,,,,,,,,,,,,,,13820,13410,12750,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan TITANIUM 1.6 16V Flex Aut.,003400-2,GGG,69474,59051,53967,50023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sedan TITANIUM 1.6 16V Flex Mec,003399-5,GGG,60311,,51521,46521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sport 1.0MPi 4p,003219-0,GGG,,,,,,,,,,,,,,,,,,9629,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sport 1.6 16V Flex Mec.,003416-9,GGG,58099,53272,49834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Sport 1.6MPi 4p,003221-2,GGG,,,,,,,,,,,,,,,,,,13099,,,,,,,,,,,,,,,,00005
Ford,Fiesta Street 1.0 8v 3p,003229-8,GGG,,,,,,,,,,,,,,,10341,9774,9170,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Street 1.6 8v 95cv 5p,003256-5,GGG,,,,,,,,,,,,,,13487,12447,11759,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Street/ Action 1.0 8v 5p,003244-1,GGG,,,,,,,,,,,15317,12841,12413,11563,10830,10358,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta Supercharger 1.0 8V 95cv 5p,003260-3,GGG,,,,,,,,,,,,15692,15201,14730,14031,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta TITANIUM 1.6 16V Flex Aut.,003390-1,GGG,63297,57429,53720,49989,48400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta TITANIUM 1.6 16V Flex Mec.,003389-8,GGG,59158,54110,51285,46360,44403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta TRAIL 1.0 8V Flex 5p,003322-7,GGG,,,,,,,,21637,20788,18954,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Fiesta TRAIL 1.6 8V Flex 5p,003323-5,GGG,,,,,,,,24845,22842,20821,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Focus 1.6 Flex 16v 5p Aut,003404-5,GGG,69050,,58948,54064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Focus 1.6 S/SE/SE Plus Flex 8V/16V  5p,003281-6,GGG,68477,63202,56368,53701,38669,35799,33522,31571,23507,20729,19868,18506,17220,16063,15436,,,,,,,,,,,,,,,,,,,00005
Ford,Focus 1.8 16V 5p,003224-7,GGG,,,,,,,,,,,,,,,15526,14984,14017,,,,,,,,,,,,,,,,,00005
Ford,Focus 2.0 16V/ 2.0 16V Flex 5p,003228-0,GGG,,,,,39207,36372,33639,31716,29990,22286,21467,20643,19173,17663,16317,15672,15141,,,,,,,,,,,,,,,,,00005
Ford,Focus 2.0 16V/SE/SE Plus Flex 5p Aut.,003283-2,GGG,77425,69415,64432,59685,41489,37434,34680,33100,31493,22401,21565,20662,19960,17492,,,,,,,,,,,,,,,,,,,,00005
Ford,Focus Fastback SE/SE PLUS 2.0 Flex Aut.,003417-7,GGG,76247,70410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Focus Fastback TIT./T.PLUS 2.0 Flex Aut.,003418-5,GGG,91050,83710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,Focus Ghia  2.0 16V/ 2.0 16V Flex 5p Aut,003266-2,GGG,,,,,,,38032,35360,34126,24890,23395,22565,21582,19054,18410,,,,,,,,,,,,,,,,,,,00005
Ford,Focus Ghia Sed. 2.0 16V/ 2.0 16V Flex 4p,003226-3,GGG,,,,,,,37410,35595,34410,25201,23541,22012,20997,19921,18367,17562,15985,,,,,,,,,,,,,,,,,00005
Ford,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut,003262-0,GGG,,,,,,,40118,37926,34194,25065,23411,22596,21602,19205,18585,17053,,,,,,,,,,,,,,,,,,00005
